Experiment,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,Biosample,GEO Series,GEO Sample,PMID,biosample_strain,biosample_genotype,R1,R2,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,LibraryName,SampleType,,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,dbgap_study_accession,Consent,RunHash,ReadHash
vp_0042,24/04/2022 0:00,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2500,,SRP370667,PRJNA827580,827580,SRS12632758,SAMN27613902,SRA1405590,RNA-Seq,cDNA,TRANSCRIPTOMIC,,YANGZHOU UNIVERSITY,0,0,,,,,,,,s3://mybucket23443243/SRR18779885.1_1.fastq.gz,s3://mybucket23443243/SRR18779885.1_2.fastq.gz,26993025,8097907500,26993025,300,2731,,GSM6046838,simple,,GSM6046838,,,,,,,no,,,,,,public,DF4DCA85A8C8ED02304F09389A42B056,5421DFB3295E3B3B686C15DFBA365A66
vp_0043,24/04/2022 0:00,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2500,,SRP370667,PRJNA827580,827580,SRS12632759,SAMN27613898,SRA1405590,RNA-Seq,cDNA,TRANSCRIPTOMIC,,YANGZHOU UNIVERSITY,0,0,,,,,,,,s3://mybucket23443243/SRR18779884.1_1.fastq.gz,s3://mybucket23443243/SRR18779884.1_2.fastq.gz,20019576,6005872800,20019576,300,2059,,GSM6046839,simple,,GSM6046839,,,,,,,no,,,,,,public,3360C088E94B8011784A322C12E4B18E,E94B98AA94A1B8768BFA2C97AB524D89
vp_0044,26/05/2022 20:31,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina NovaSeq 6000,,SRP376054,PRJNA839586,839586,SRS13098838,SAMN28544639,SRA1427670,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,SHANGHAI OCEAN UNIVERSITY,0,0,,,,,,,,s3://mybucket23443243/SRR19423228.1_1.fastq.gz,s3://mybucket23443243/SRR19423228.1_2.fastq.gz,7417031,2225109300,7417031,300,795,,1,simple,,1,,,,,,,no,,,,,,public,366105E0B225278BDB90DF305EE2F2D1,48EFD63BB16DD488DC70D708CCC2EB9E
vp_0045,26/05/2022 20:31,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina NovaSeq 6000,,SRP376054,PRJNA839586,839586,SRS13098839,SAMN28544640,SRA1427670,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,SHANGHAI OCEAN UNIVERSITY,0,0,,,,,,,,s3://mybucket23443243/SRR19423227.1_1.fastq.gz,s3://mybucket23443243/SRR19423227.1_2.fastq.gz,7757714,2327314200,7757714,300,835,,2,simple,,2,,,,,,,no,,,,,,public,CAFC0EB33E7ECAB8F1C78F2362177CCB,F2C30B392148F47E4CC97F7AA925EA99
vp_0046,26/05/2022 20:31,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina NovaSeq 6000,,SRP376054,PRJNA839586,839586,SRS13098840,SAMN28544641,SRA1427670,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,SHANGHAI OCEAN UNIVERSITY,0,0,,,,,,,,s3://mybucket23443243/SRR19423226.1_1.fastq.gz,s3://mybucket23443243/SRR19423226.1_2.fastq.gz,5954337,1786301100,5954337,300,637,,3,simple,,3,,,,,,,no,,,,,,public,B600EA62B9714FE0365CD9EC05965E4F,C36A214E524BAB63A6CBA6730CD0B7DC
vp_0047,26/05/2022 20:31,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina NovaSeq 6000,,SRP376054,PRJNA839586,839586,SRS13098842,SAMN28544642,SRA1427670,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,SHANGHAI OCEAN UNIVERSITY,0,0,,,,,,,,s3://mybucket23443243/SRR19423225.1_1.fastq.gz,s3://mybucket23443243/SRR19423225.1_2.fastq.gz,8118273,2435481900,8118273,300,887,,Biofilm1,simple,,Biofilm 1,,,,,,,no,,,,,,public,E093E59F70B2C82EC30E552DEE98FF20,DC64A6AB4EA87A021F00F6D505014D83
vp_0048,26/05/2022 20:31,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina NovaSeq 6000,,SRP376054,PRJNA839586,839586,SRS13098843,SAMN28544643,SRA1427670,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,SHANGHAI OCEAN UNIVERSITY,0,0,,,,,,,,s3://mybucket23443243/SRR19423224.1_1.fastq.gz,s3://mybucket23443243/SRR19423224.1_2.fastq.gz,6401139,1920341700,6401139,300,693,,Biofilm2,simple,,Biofilm 2,,,,,,,no,,,,,,public,CD13C5ED6001E2BECEA6546CB06200ED,FD1264B21CBB43950A568D99ABDEC4F0
vp_0049,26/05/2022 20:31,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina NovaSeq 6000,,SRP376054,PRJNA839586,839586,SRS13098845,SAMN28544644,SRA1427670,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,SHANGHAI OCEAN UNIVERSITY,0,0,,,,,,,,s3://mybucket23443243/SRR19423223.1_1.fastq.gz,s3://mybucket23443243/SRR19423223.1_2.fastq.gz,9137229,2741168700,9137229,300,984,,Biofilm3,simple,,Biofilm 3,,,,,,,no,,,,,,public,4944C93F5DBBFD1785254316D3580C1C,5418F7C37489ABDF4E1FC889C4D099D6
vp_0050,28/05/2022 2:46,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina NovaSeq 6000,,SRP377474,PRJNA841960,841960,SRS13203338,SAMN28632879,SRA1428511,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,,ZHEJIANG GONGSHANG UNIVERSITY,0,0,,,,,,,,s3://mybucket23443243/SRR19434769.1_1.fastq.gz,s3://mybucket23443243/SRR19434769.1_2.fastq.gz,3658537,1097561100,3658537,300,350,,V567,simple,,Con-1,,,,,,,no,,,,,,public,E30EA83DFE966FC0AE01B89710C42B26,6030723D91DADD42333788B99235D2ED
vp_0051,30/05/2022 9:28,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina NovaSeq 6000,,SRP377474,PRJNA841960,841960,SRS13203339,SAMN28632880,SRA1428511,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,,ZHEJIANG GONGSHANG UNIVERSITY,0,0,,,,,,,,s3://mybucket23443243/SRR19434768.1_1.fastq.gz,s3://mybucket23443243/SRR19434768.1_2.fastq.gz,3987869,1196360700,3987869,300,361,,V568,simple,,Con-2,,,,,,,no,,,,,,public,4831FB42C0E41284ED7935ECBA3F15B2,BFEE94731E5C63C513FCDC04024D82D2
vp_0052,30/05/2022 9:24,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina NovaSeq 6000,,SRP377474,PRJNA841960,841960,SRS13203340,SAMN28632881,SRA1428511,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,,ZHEJIANG GONGSHANG UNIVERSITY,0,0,,,,,,,,s3://mybucket23443243/SRR19434767.1_1.fastq.gz,s3://mybucket23443243/SRR19434767.1_2.fastq.gz,4447488,1334246400,4447488,300,407,,V569,simple,,Con-3,,,,,,,no,,,,,,public,C677AA9E7BDC57A454E64A6E1EAD2F1B,37FD52536EC44D76A391DAACD76F3CFA
vp_0053,30/05/2022 9:26,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina NovaSeq 6000,,SRP377474,PRJNA841960,841960,SRS13203341,SAMN28632882,SRA1428511,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,,ZHEJIANG GONGSHANG UNIVERSITY,0,0,,,,,,,,s3://mybucket23443243/SRR19434766.1_1.fastq.gz,s3://mybucket23443243/SRR19434766.1_2.fastq.gz,3844081,1153224300,3844081,300,345,,V570,simple,,Sal-1,,,,,,,no,,,,,,public,F32C68DF5EF068EABB2F4538E184FF95,2322AED0A11C1FB9286DE0D156422DC1
vp_0054,30/05/2022 9:25,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina NovaSeq 6000,,SRP377474,PRJNA841960,841960,SRS13203342,SAMN28632883,SRA1428511,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,,ZHEJIANG GONGSHANG UNIVERSITY,0,0,,,,,,,,s3://mybucket23443243/SRR19434765.1_1.fastq.gz,s3://mybucket23443243/SRR19434765.1_2.fastq.gz,3800011,1140003300,3800011,300,344,,V571,simple,,Sal-2,,,,,,,no,,,,,,public,794C69FF63B3226F4C17EB566B06DBC5,3C2EF84D9B054A511ED3574C36D8EB2C
vp_0055,30/05/2022 9:25,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina NovaSeq 6000,,SRP377474,PRJNA841960,841960,SRS13203343,SAMN28632884,SRA1428511,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,,ZHEJIANG GONGSHANG UNIVERSITY,0,0,,,,,,,,s3://mybucket23443243/SRR19434764.1_1.fastq.gz,s3://mybucket23443243/SRR19434764.1_2.fastq.gz,3555364,1066609200,3555364,300,317,,V572,simple,,Sal-3,,,,,,,no,,,,,,public,4F01190BD201891C5DDC875484B25C59,C1EC37BDBB961FCDAEA67030635F9979
vp_0056,30/05/2022 9:26,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina NovaSeq 6000,,SRP377474,PRJNA841960,841960,SRS13203344,SAMN28632885,SRA1428511,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,,ZHEJIANG GONGSHANG UNIVERSITY,0,0,,,,,,,,s3://mybucket23443243/SRR19434763.1_1.fastq.gz,s3://mybucket23443243/SRR19434763.1_2.fastq.gz,3805205,1141561500,3805205,300,340,,V573,simple,,Com-1,,,,,,,no,,,,,,public,1CB0759A6097BD8F149D928427361C79,043D592B8689834376ECDE07A64D84EB
vp_0057,30/05/2022 9:27,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina NovaSeq 6000,,SRP377474,PRJNA841960,841960,SRS13203345,SAMN28632886,SRA1428511,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,,ZHEJIANG GONGSHANG UNIVERSITY,0,0,,,,,,,,s3://mybucket23443243/SRR19434762.1_1.fastq.gz,s3://mybucket23443243/SRR19434762.1_2.fastq.gz,3996301,1198890300,3996301,300,365,,V574,simple,,Com-2,,,,,,,no,,,,,,public,6702F8FF66DCC3D1E7F6621F0A808AF1,96BC59F2B9ABE6F37565A69C66390DBF
vp_0058,30/05/2022 9:31,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina NovaSeq 6000,,SRP377474,PRJNA841960,841960,SRS13203346,SAMN28632887,SRA1428511,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,,ZHEJIANG GONGSHANG UNIVERSITY,0,0,,,,,,,,s3://mybucket23443243/SRR19434761.1_1.fastq.gz,s3://mybucket23443243/SRR19434761.1_2.fastq.gz,4292836,1287850800,4292836,300,387,,V575,simple,,Com-3,,,,,,,no,,,,,,public,7F2200F8E7E4B2D5DC5FD9041C3EBB6C,532EEF732E9DD2D887DDC65E36CC677F
vp_0059,8/09/2022 1:55,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiScanSQ,,SRP390643,PRJNA867419,867419,SRS14585701,SAMN30201405,SRA1471446,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,,NANTONG THIRD HOSPITAL AFFILIATED TO NANTONG UNIVERSITY,0,0,,,,,,,,s3://mybucket23443243/SRR20982504.1_1.fastq.gz,s3://mybucket23443243/SRR20982504.1_2.fastq.gz,8241243,2472372900,8241243,300,743,,W11,simple,,VP-Wrinkly-RNAsequencing,,,,,,,no,,,,,,public,0F5878108F9D6991E1A98934AC4556EE,A2FA1095C0163436361E650E030AECBF
vp_0060,8/09/2022 1:55,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiScanSQ,,SRP390643,PRJNA867419,867419,SRS14585702,SAMN30201406,SRA1471446,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,,NANTONG THIRD HOSPITAL AFFILIATED TO NANTONG UNIVERSITY,0,0,,,,,,,,s3://mybucket23443243/SRR20982503.1_1.fastq.gz,s3://mybucket23443243/SRR20982503.1_2.fastq.gz,9077977,2723393100,0,300,812,,S31,simple,,VP-Smooth-RNAsequencing,,,,,,,no,,,,,,public,368A4B3FC66360FA3870DA81D2E3372A,A06996D81B8E54D5EB87107CDF188864
vp_0061,8/09/2022 1:55,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiScanSQ,,SRP390643,PRJNA867419,867419,SRS14585701,SAMN30201405,SRA1471446,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,,NANTONG THIRD HOSPITAL AFFILIATED TO NANTONG UNIVERSITY,0,0,,,,,,,,s3://mybucket23443243/SRR20982502.1_1.fastq.gz,s3://mybucket23443243/SRR20982502.1_2.fastq.gz,8253245,2475973500,8253245,300,731,,W21,simple,,VP-Wrinkly-RNAsequencing,,,,,,,no,,,,,,public,C9E27F396E6143447906AA6334988E44,823865A8682BA0D44BCC8CD47B87F490
vp_0062,8/09/2022 1:55,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiScanSQ,,SRP390643,PRJNA867419,867419,SRS14585701,SAMN30201405,SRA1471446,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,,NANTONG THIRD HOSPITAL AFFILIATED TO NANTONG UNIVERSITY,0,0,,,,,,,,s3://mybucket23443243/SRR20982501.1_1.fastq.gz,s3://mybucket23443243/SRR20982501.1_2.fastq.gz,9766469,2929940700,9766469,300,874,,W31,simple,,VP-Wrinkly-RNAsequencing,,,,,,,no,,,,,,public,43F24D1D46B768B05DE3436D55EE239C,83548A45DA3A88CE4FF8F11FB2D61ABA
vp_0063,8/09/2022 1:55,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiScanSQ,,SRP390643,PRJNA867419,867419,SRS14585702,SAMN30201406,SRA1471446,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,,NANTONG THIRD HOSPITAL AFFILIATED TO NANTONG UNIVERSITY,0,0,,,,,,,,s3://mybucket23443243/SRR20982500.1_1.fastq.gz,s3://mybucket23443243/SRR20982500.1_2.fastq.gz,8217735,2465320500,8217735,300,733,,S11,simple,,VP-Smooth-RNAsequencing,,,,,,,no,,,,,,public,05F42DB09A04D4A6CF61EDC8F725F268,123B52EA87C4C128F3F5EA7D84FB0244
vp_0064,8/09/2022 1:55,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiScanSQ,,SRP390643,PRJNA867419,867419,SRS14585702,SAMN30201406,SRA1471446,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,,NANTONG THIRD HOSPITAL AFFILIATED TO NANTONG UNIVERSITY,0,0,,,,,,,,s3://mybucket23443243/SRR20982499.1_1.fastq.gz,s3://mybucket23443243/SRR20982499.1_2.fastq.gz,9604859,2881457700,9604859,300,860,,S21,simple,,VP-Smooth-RNAsequencing,,,,,,,no,,,,,,public,87FD8CDFD4DB1479CA04635208DEFF78,60073B4BCBD81B45CCEF71237951D819
vp_0065,31/12/2016 0:00,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2000,,SRP075508,PRJNA320673,320673,SRS1461296,SAMN04994922,SRA427858,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,RAJIV GANDHI CENTRE FOR BIOTECHNOLOGY,0,0,,,,,,,,s3://mybucket23443243/SRR3567300.1_1.fastq.gz,s3://mybucket23443243/SRR3567300.1_2.fastq.gz,11900124,1931605268,11900124,162,1220,,Control A1,simple,,Exponential phase mRNA,,,,,,,no,,,,,,public,7F00400BEC31BE90486B1DC9A100AD3B,CADC638A54EA614BE20CDF7B7C3F2DBF
vp_0066,31/12/2016 0:00,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2000,,SRP075508,PRJNA320673,320673,SRS1461296,SAMN04994922,SRA427859,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,RAJIV GANDHI CENTRE FOR BIOTECHNOLOGY,0,0,,,,,,,,s3://mybucket23443243/SRR3567364.1_1.fastq.gz,s3://mybucket23443243/SRR3567364.1_2.fastq.gz,23604078,3577826585,23604078,151,2310,,Control A2,simple,,Exponential phase mRNA,,,,,,,no,,,,,,public,21158B5994BBD2012DE58042827315CE,C5ACE35D2EFF490D94B4DFDC18A57FA5
vp_0067,31/12/2016 0:00,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2000,,SRP075508,PRJNA320673,320673,SRS1461300,SAMN04995067,SRA427862,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,RAJIV GANDHI CENTRE FOR BIOTECHNOLOGY,0,0,,,,,,,,s3://mybucket23443243/SRR3567365.1_1.fastq.gz,s3://mybucket23443243/SRR3567365.1_2.fastq.gz,10571052,1700063250,10571052,160,1050,,Control B1,simple,,Stationary phase mRNA,,,,,,,no,,,,,,public,5A2CD4C2570247B8F11AC4484B6B41FF,B2334B40CA1D7FAD71A1FCCFADB64BED
vp_0068,31/12/2016 0:00,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2000,,SRP075508,PRJNA320673,320673,SRS1461300,SAMN04995067,SRA427863,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,RAJIV GANDHI CENTRE FOR BIOTECHNOLOGY,0,0,,,,,,,,s3://mybucket23443243/SRR3567367.1_1.fastq.gz,s3://mybucket23443243/SRR3567367.1_2.fastq.gz,12010886,1957772830,12010886,162,1233,,Control B2,simple,,Stationary phase mRNA,,,,,,,no,,,,,,public,E30306973AD332F3BD2C957C47846D50,678BE1FEDB1FD01DEEE83539B07A3D61
vp_0069,31/12/2016 0:00,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2000,,SRP075508,PRJNA320673,320673,SRS1461301,SAMN04995071,SRA427865,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,RAJIV GANDHI CENTRE FOR BIOTECHNOLOGY,0,0,,,,,,,,s3://mybucket23443243/SRR3567368.1_1.fastq.gz,s3://mybucket23443243/SRR3567368.1_2.fastq.gz,11692812,1835452323,11692812,156,1164,,Test 1,simple,,Biofilm stage mRNA,,,,,,,no,,,,,,public,8CA16EDDA47715C0B6589075DEAF2971,A7921A23758D955DB8183577AE4796ED
vp_0070,31/12/2016 0:00,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2000,,SRP075508,PRJNA320673,320673,SRS1461301,SAMN04995071,SRA427866,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,RAJIV GANDHI CENTRE FOR BIOTECHNOLOGY,0,0,,,,,,,,s3://mybucket23443243/SRR3567369.1_1.fastq.gz,s3://mybucket23443243/SRR3567369.1_2.fastq.gz,11494549,1839892132,11494549,160,1155,,Test 2,simple,,Biofilm stage mRNA,,,,,,,no,,,,,,public,24AFD28FD5FE0A1E6B50D05A056839FE,678DF3E95431213A2A53169F22F37711
vp_0071,24/11/2022 22:08,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,SRP404770,PRJNA894776,894776,SRS15548679,SAMN31468929,SRA1528543,RNA-Seq,cDNA,TRANSCRIPTOMIC,,"RESEARCH INSTITUTE FOR MICROBIAL DISEASES, OSAKA UNIVERSITY",0,0,,,,,,,,s3://mybucket23443243/SRR22061309.1.fastq.gz,,17814486,2689987386,0,151,734,,Vp WT nonpermissive1 rep1,simple,,Vp WT nonpermissive1 rep1,,,,,,,no,,,,,,public,BF2261B20EC64D3D1F64ED3D33B9A6B4,CA88F856C32FA52D44B2B62D155CD617
vp_0072,24/11/2022 22:08,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,SRP404770,PRJNA894776,894776,SRS15548681,SAMN31468930,SRA1528543,RNA-Seq,cDNA,TRANSCRIPTOMIC,,"RESEARCH INSTITUTE FOR MICROBIAL DISEASES, OSAKA UNIVERSITY",0,0,,,,,,,,s3://mybucket23443243/SRR22061308.1.fastq.gz,,15148173,1529965473,0,101,442,,Vp WT nonpermissive1 rep2,simple,,Vp WT nonpermissive1 rep2,,,,,,,no,,,,,,public,40C5CEEF896721452ED9A928E83DFE5D,2ED3BD2D57870C8A331E42D8FD2F3BBC
vp_0073,24/11/2022 22:08,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,SRP404770,PRJNA894776,894776,SRS15548680,SAMN31468939,SRA1528543,RNA-Seq,cDNA,TRANSCRIPTOMIC,,"RESEARCH INSTITUTE FOR MICROBIAL DISEASES, OSAKA UNIVERSITY",0,0,,,,,,,,s3://mybucket23443243/SRR22061307.1.fastq.gz,,18535819,2798908669,0,151,762,,Vp mutant hns nonpermissive2 rep1,simple,,Vp mutant hns nonpermissive2 rep1,,,,,,,no,,,,,,public,0B84FC3DFA378225E70CB2E1C966BCCE,4A8A4A018C68E52C576ED6B97439A878
vp_0074,24/11/2022 22:08,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,SRP404770,PRJNA894776,894776,SRS15548682,SAMN31468940,SRA1528543,RNA-Seq,cDNA,TRANSCRIPTOMIC,,"RESEARCH INSTITUTE FOR MICROBIAL DISEASES, OSAKA UNIVERSITY",0,0,,,,,,,,s3://mybucket23443243/SRR22061306.1.fastq.gz,,16122716,1628394316,0,101,473,,Vp mutant hns nonpermissive2 rep2,simple,,Vp mutant hns nonpermissive2 rep2,,,,,,,no,,,,,,public,E7381FDB36ED0FB9283DEA9CEA182900,CA78F29A8FF8234186FC198DEC49F021
vp_0075,24/11/2022 22:08,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,SRP404770,PRJNA894776,894776,SRS15548683,SAMN31468931,SRA1528543,RNA-Seq,cDNA,TRANSCRIPTOMIC,,"RESEARCH INSTITUTE FOR MICROBIAL DISEASES, OSAKA UNIVERSITY",0,0,,,,,,,,s3://mybucket23443243/SRR22061305.1.fastq.gz,,19341965,2920636715,0,151,801,,Vp WT permissive rep1,simple,,Vp WT permissive rep1,,,,,,,no,,,,,,public,C1380CE90068857922518214C24653AD,85B1AE7E42FA78DCE021208F48BA07F1
vp_0076,24/11/2022 22:08,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,SRP404770,PRJNA894776,894776,SRS15548684,SAMN31468932,SRA1528543,RNA-Seq,cDNA,TRANSCRIPTOMIC,,"RESEARCH INSTITUTE FOR MICROBIAL DISEASES, OSAKA UNIVERSITY",0,0,,,,,,,,s3://mybucket23443243/SRR22061304.1.fastq.gz,,12952994,1308252394,0,101,377,,Vp WT permissive rep2,simple,,Vp WT permissive rep2,,,,,,,no,,,,,,public,C31DB1F08768257E417F928EB81629A3,1AB39DDC02A0DA4B14B403C00C5D1C9B
vp_0077,24/11/2022 22:08,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,SRP404770,PRJNA894776,894776,SRS15548685,SAMN31468933,SRA1528543,RNA-Seq,cDNA,TRANSCRIPTOMIC,,"RESEARCH INSTITUTE FOR MICROBIAL DISEASES, OSAKA UNIVERSITY",0,0,,,,,,,,s3://mybucket23443243/SRR22061303.1.fastq.gz,,19201438,2899417138,0,151,790,,Vp WT nonpermissive2 rep1,simple,,Vp WT nonpermissive2 rep1,,,,,,,no,,,,,,public,DDC0AEAB433114581178C31762B51B1E,CD3A7B8CAEB6BCA32A3D8782ACE56384
vp_0078,24/11/2022 22:08,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,SRP404770,PRJNA894776,894776,SRS15548686,SAMN31468934,SRA1528543,RNA-Seq,cDNA,TRANSCRIPTOMIC,,"RESEARCH INSTITUTE FOR MICROBIAL DISEASES, OSAKA UNIVERSITY",0,0,,,,,,,,s3://mybucket23443243/SRR22061302.1.fastq.gz,,20365453,2056910753,0,101,598,,Vp WT nonpermissive2 rep2,simple,,Vp WT nonpermissive2 rep2,,,,,,,no,,,,,,public,25CE2FBCAFD69C1326A3E35DDC092FA5,D18D573BCB50B312DC00DBBE1680B521
vp_0079,24/11/2022 22:08,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,SRP404770,PRJNA894776,894776,SRS15548687,SAMN31468935,SRA1528543,RNA-Seq,cDNA,TRANSCRIPTOMIC,,"RESEARCH INSTITUTE FOR MICROBIAL DISEASES, OSAKA UNIVERSITY",0,0,,,,,,,,s3://mybucket23443243/SRR22061301.1.fastq.gz,,18447598,2785587298,0,151,756,,Vp mutant hns nonpermissive1 rep1,simple,,Vp mutant hns nonpermissive1 rep1,,,,,,,no,,,,,,public,079C26B76488963D86EDB74C97E59E49,52DBA5E46043ED3F9ECDEC93A485AE31
vp_0080,24/11/2022 22:08,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,SRP404770,PRJNA894776,894776,SRS15548688,SAMN31468936,SRA1528543,RNA-Seq,cDNA,TRANSCRIPTOMIC,,"RESEARCH INSTITUTE FOR MICROBIAL DISEASES, OSAKA UNIVERSITY",0,0,,,,,,,,s3://mybucket23443243/SRR22061300.1.fastq.gz,,15687826,1584470426,0,101,456,,Vp mutant hns nonpermissive1 rep2,simple,,Vp mutant hns nonpermissive1 rep2,,,,,,,no,,,,,,public,CDB2A9DA40C795C967298C34837A9EC8,F87E7B35973EBB6CBF2A7F310A9F1742
vp_0081,24/11/2022 22:08,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,SRP404770,PRJNA894776,894776,SRS15548689,SAMN31468937,SRA1528543,RNA-Seq,cDNA,TRANSCRIPTOMIC,,"RESEARCH INSTITUTE FOR MICROBIAL DISEASES, OSAKA UNIVERSITY",0,0,,,,,,,,s3://mybucket23443243/SRR22061299.1.fastq.gz,,21298437,3216063987,0,151,876,,Vp mutant hns permissive rep1,simple,,Vp mutant hns permissive rep1,,,,,,,no,,,,,,public,52252C0752E368F4BA7D635BE7DD9D19,352E2756001B837E937FDE07FC5AE43D
